"sname","genus","fam","ord","class","agem","maxl","vbk","temp"
"Leptocypris weynsii","Leptocypris","Cyprinidae","Cypriniformes","Actinopterygii",NA,9.5,NA,NA
"Leptoderma lubricum","Leptoderma","Alepocephalidae","Osmeriformes","Actinopterygii",NA,21,NA,NA
"Leptoderma macrophthalmum","Leptoderma","Alepocephalidae","Osmeriformes","Actinopterygii",NA,15.1,NA,NA
"Leptoderma macrops","Leptoderma","Alepocephalidae","Osmeriformes","Actinopterygii",NA,24,NA,NA
"Leptoderma retropinna","Leptoderma","Alepocephalidae","Osmeriformes","Actinopterygii",NA,21,NA,NA
"Leptodoras acipenserinus","Leptodoras","Doradidae","Siluriformes","Actinopterygii",NA,20.3,NA,NA
"Leptodoras cataniai","Leptodoras","Doradidae","Siluriformes","Actinopterygii",NA,19.4,NA,NA
"Leptodoras copei","Leptodoras","Doradidae","Siluriformes","Actinopterygii",NA,14.2,NA,NA
"Leptodoras hasemani","Leptodoras","Doradidae","Siluriformes","Actinopterygii",NA,16.7,NA,NA
"Leptodoras juruensis","Leptodoras","Doradidae","Siluriformes","Actinopterygii",NA,28.8,NA,NA
"Leptodoras linnelli","Leptodoras","Doradidae","Siluriformes","Actinopterygii",NA,23,NA,20
"Leptodoras marki","Leptodoras","Doradidae","Siluriformes","Actinopterygii",NA,9.25,NA,NA
"Leptodoras myersi","Leptodoras","Doradidae","Siluriformes","Actinopterygii",NA,7.7,NA,NA
"Leptodoras nelsoni","Leptodoras","Doradidae","Siluriformes","Actinopterygii",NA,16.2,NA,NA
"Leptodoras oyakawai","Leptodoras","Doradidae","Siluriformes","Actinopterygii",NA,12.35,NA,NA
"Leptodoras praelongus","Leptodoras","Doradidae","Siluriformes","Actinopterygii",NA,18.5,NA,NA
"Leptodoras rogersae","Leptodoras","Doradidae","Siluriformes","Actinopterygii",NA,18,NA,NA
"Leptoglanis bouilloni","Leptoglanis","Amphiliidae","Siluriformes","Actinopterygii",NA,6.2,NA,NA
"Leptoglanis xenognathus","Leptoglanis","Amphiliidae","Siluriformes","Actinopterygii",NA,7.8,NA,NA
"Leptoichthys fistularius","Leptoichthys","Syngnathidae","Syngnathiformes","Actinopterygii",NA,63,NA,NA
"Leptojulis chrysotaenia","Leptojulis","Labridae","Perciformes","Actinopterygii",NA,11,NA,NA
"Leptojulis cyanopleura","Leptojulis","Labridae","Perciformes","Actinopterygii",NA,13,NA,NA
"Leptojulis lambdastigma","Leptojulis","Labridae","Perciformes","Actinopterygii",NA,13.65,NA,NA
"Leptojulis polylepis","Leptojulis","Labridae","Perciformes","Actinopterygii",NA,10,NA,NA
"Leptojulis urostigma","Leptojulis","Labridae","Perciformes","Actinopterygii",NA,11,NA,NA
"Leptolebias aureoguttatus","Leptolebias","Rivulidae","Cyprinodontiformes","Actinopterygii",NA,4,NA,24.5
"Leptolebias citrinipinnis","Leptolebias","Rivulidae","Cyprinodontiformes","Actinopterygii",NA,5,NA,NA
"Leptolebias itanhaensis","Leptolebias","Rivulidae","Cyprinodontiformes","Actinopterygii",NA,2.17,NA,NA
"Leptolebias marmoratus","Leptolebias","Rivulidae","Cyprinodontiformes","Actinopterygii",NA,3,NA,NA
"Leptolebias opalescens","Leptolebias","Rivulidae","Cyprinodontiformes","Actinopterygii",NA,4,NA,24.5
"Leptolebias splendens","Leptolebias","Rivulidae","Cyprinodontiformes","Actinopterygii",NA,3,NA,NA
"Leptolucania ommata","Leptolucania","Fundulidae","Cyprinodontiformes","Actinopterygii",NA,3,NA,21
"Leptomelanosoma indicum","Leptomelanosoma","Polynemidae","Perciformes","Actinopterygii",NA,142,0.189,22.4
"Leptonotus blainvilleanus","Leptonotus","Syngnathidae","Syngnathiformes","Actinopterygii",NA,25,NA,NA
"Leptonotus elevatus","Leptonotus","Syngnathidae","Syngnathiformes","Actinopterygii",NA,14.95,NA,NA
"Leptonotus norae","Leptonotus","Syngnathidae","Syngnathiformes","Actinopterygii",NA,21.45,NA,NA
"Leptophilypnus fluviatilis","Leptophilypnus","Eleotridae","Perciformes","Actinopterygii",NA,6.4,NA,NA
"Leptophilypnus guatemalensis","Leptophilypnus","Eleotridae","Perciformes","Actinopterygii",NA,3.66,NA,NA
"Leptophilypnus panamensis","Leptophilypnus","Eleotridae","Perciformes","Actinopterygii",NA,5.8,NA,NA
"Leptorhamdia essequibensis","Leptorhamdia","Heptapteridae","Siluriformes","Actinopterygii",NA,16,NA,NA
"Leptorhamdia marmorata","Leptorhamdia","Heptapteridae","Siluriformes","Actinopterygii",NA,12.8,NA,NA
"Leptorhamdia schultzi","Leptorhamdia","Heptapteridae","Siluriformes","Actinopterygii",NA,9.4,NA,NA
"Leptoscarus vaigiensis","Leptoscarus","Scaridae","Perciformes","Actinopterygii",NA,35,2.3,27.2
"Leptoscopus macropygus","Leptoscopus","Leptoscopidae","Perciformes","Actinopterygii",NA,17,NA,NA
"Leptostichaeus pumilus","Leptostichaeus","Stichaeidae","Perciformes","Actinopterygii",NA,7.83,NA,NA
"Leptostomias bermudensis","Leptostomias","Stomiidae","Stomiiformes","Actinopterygii",NA,26.7,NA,NA
"Leptostomias bilobatus","Leptostomias","Stomiidae","Stomiiformes","Actinopterygii",NA,11,NA,NA
"Leptostomias gladiator","Leptostomias","Stomiidae","Stomiiformes","Actinopterygii",NA,37.3,NA,NA
"Leptostomias gracilis","Leptostomias","Stomiidae","Stomiiformes","Actinopterygii",NA,38,NA,NA
"Leptostomias haplocaulus","Leptostomias","Stomiidae","Stomiiformes","Actinopterygii",NA,37.6,NA,NA
"Leptostomias leptobolus","Leptostomias","Stomiidae","Stomiiformes","Actinopterygii",NA,11.5,NA,NA
"Leptostomias longibarba","Leptostomias","Stomiidae","Stomiiformes","Actinopterygii",NA,32.5,NA,NA
